Department,Department Name,Division,Gender,Base Salary,Grade
POL,Department of Police,FSB Security Services Division,F,64057.81,15
POL,Department of Police,MSB Communications Division,F,82691,19
POL,Department of Police,PSB 3rd District Traffic Squad,M,93706,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.5,10
POL,Department of Police,PSB 5th District Educational Facilities Officers,M,93706,P4
POL,Department of Police,MSB Training and Education Division,M,93706,P4
POL,Department of Police,ISB Special Investigations Division Criminal Enterprise Section,M,93706,P4
POL,Department of Police,PSB 5th District Patrol,M,93706,P4
POL,Department of Police,FSB Media Services Division,M,159828.13,A3
POL,Department of Police,HQ Office of the Chief Internal Affairs Division,F,108226,A1
POL,Department of Police,PSB 4th District Patrol,M,93706,P4
POL,Department of Police,MSB Communications Division,M,89923.42,23
POL,Department of Police,PSB 1st District Station,F,82691,19
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,M,71852,16
POL,Department of Police,PSB 4th District Patrol,F,60664.98,16
POL,Department of Police,PSB 5th District Patrol,M,71852,16
POL,Department of Police,FSB Security Services Division,F,68575,15
POL,Department of Police,PSB 6th District Special Assignment Team,M,87473,P4
POL,Department of Police,PSB 2nd District Patrol,M,93706,P4
POL,Department of Police,ISB Criminal Investigations Division 5th District Investigative Section,M,93706,P4
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,F,93706,P4
POL,Department of Police,PSB 4th District Educational Facilities Officers,F,93706,P4
POL,Department of Police,Management Services Bureau,F,45268,P4P
POL,Department of Police,PSB 3rd District Educational Facilities Officers,M,84515,P4
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,76850.92,25
POL,Department of Police,FSB Traffic Division School Safety Section,M,21830.01,10
POL,Department of Police,PSB 5th District Patrol,M,76227,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,17158.06,10
POL,Department of Police,MSB Communications Division,M,65989.86,23
POL,Department of Police,PSB 6th District Community Action Team,F,68751,P4
POL,Department of Police,MSB Communications Division,F,54401.27,19
POL,Department of Police,MSB Communications Division,F,67843.12,19
POL,Department of Police,PSB 3rd District Patrol,M,67768,P3
POL,Department of Police,PSB 3rd District Community Action Team,M,71157,P4
POL,Department of Police,PSB 4th District Patrol,F,78894,P4
POL,Department of Police,MSB Communications Division,F,82276.73,23
POL,Department of Police,PSB 4th District Traffic Squad,M,76227,P4
POL,Department of Police,HQ Office of the Chief,M,76227,P4
POL,Department of Police,ISB Major Crimes Division Fugitive Section,M,90536,P4
POL,Department of Police,PSB 1st District Special Assignment Team,M,76227,P4
POL,Department of Police,MSB Training and Education Division,F,76227,P4
POL,Department of Police,HQ Office of the Chief,M,88040,A1
POL,Department of Police,PSB 3rd District Community Action Team,M,73647,P4
POL,Department of Police,PSB 5th District Patrol,M,76227,P4
POL,Department of Police,PSB 4th District Special Assignment Team,M,76227,P4
POL,Department of Police,PSB 3rd District Patrol,M,76227,P4
POL,Department of Police,FSB Special Operations Division Canine Section,M,76227,P4
POL,Department of Police,PSB 2nd District Patrol,M,76227,P4
POL,Department of Police,PSB 3rd District Patrol,F,87473,P4
POL,Department of Police,PSB 1st District Special Assignment Team,M,87473,P4
POL,Department of Police,PSB 1st District Patrol,M,76227,P4
POL,Department of Police,PSB 6th District Patrol,M,76227,P4
POL,Department of Police,ISB Special Victims Investigations Division Family Justice,F,76227,P4
POL,Department of Police,MSB Training and Education Division,M,76227,P4
POL,Department of Police,PSB 1st District Patrol,M,88040,A1
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,M,93706,P4
POL,Department of Police,FSB Security Services Division,M,76699.31,23
POL,Department of Police,FSB Traffic Division School Safety Section,F,21829.68,10
POL,Department of Police,ISB Major Crimes Division Robbery Section,M,87473,P4
POL,Department of Police,MSB Management and Budget Division Abandoned Vehicle Section,M,56068.68,16
POL,Department of Police,FSB Traffic Division School Safety Section,F,21829.68,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,21829.68,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,21829.68,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,21829.7,10
POL,Department of Police,PSB 1st District Patrol,M,68751,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,21829.7,10
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,M,79498.18,22
POL,Department of Police,FSB Traffic Division School Safety Section,F,21830,10
POL,Department of Police,MSB Personnel Division Background Section,F,90848,21
POL,Department of Police,MSB Personnel Division Background Section,M,90303.47,21
POL,Department of Police,MSB Personnel Division Background Section,M,90303.47,21
POL,Department of Police,MSB Personnel Division Background Section,M,90303.47,21
POL,Department of Police,PSB 5th District Patrol,M,61120,P3
POL,Department of Police,FSB Traffic Division School Safety Section,F,21830.01,10
POL,Department of Police,MSB Communications Division,F,74797.05,21
POL,Department of Police,MSB Communications Division,F,68007.37,19
POL,Department of Police,MSB Information Mgmt and Tech Division Warrant Control Section,M,53399.48,16
POL,Department of Police,MSB Communications Division,M,67776.54,19
POL,Department of Police,MSB Management and Budget Division,F,51978.36,16
POL,Department of Police,FSB Security Services Division,M,71599.13,23
POL,Department of Police,PSB 4th District Patrol,M,52500,P2
POL,Department of Police,MSB Personnel Division,F,87391.17,23
POL,Department of Police,Patrol Services Bureau,F,66743.95,17
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,99852,23
POL,Department of Police,MSB Communications Division,M,54401.08,19
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,M,69864.46,20
POL,Department of Police,FSB Traffic Division School Safety Section,F,21830.01,10
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,60874.32,18
POL,Department of Police,FSB Traffic Division School Safety Section,M,21830.01,10
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,71350.96,18
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,76850.92,18
POL,Department of Police,PSB 6th District Patrol,M,73647,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,PSB 5th District Patrol,M,73647,P4
POL,Department of Police,PSB 2nd District Special Assignment Team,M,73647,P4
POL,Department of Police,PSB 5th District Community Action Team,M,73647,P4
POL,Department of Police,PSB 6th District Patrol,M,73647,P4
POL,Department of Police,PSB 3rd District Patrol,M,73647,P4
POL,Department of Police,PSB 1st District Patrol,M,73647,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,PSB 3rd District Community Action Team,M,73647,P4
POL,Department of Police,PSB 3rd District Patrol,M,73647,P4
POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,M,73647,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,PSB 6th District Patrol,M,73647,P4
POL,Department of Police,PSB 3rd District Patrol,M,76227,P4
POL,Department of Police,PSB 6th District Patrol,M,76227,P4
POL,Department of Police,PSB 3rd District Patrol,M,73647,P4
POL,Department of Police,ISB Criminal Investigations Division 1st District Investigative Section,M,73647,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,PSB 6th District Patrol,M,73647,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,PSB 4th District Patrol,M,87473,P4
POL,Department of Police,PSB 3rd District Patrol,M,73647,P4
POL,Department of Police,PSB 2nd District Patrol,F,73647,P4
POL,Department of Police,PSB 1st District Patrol,M,73647,P4
POL,Department of Police,PSB 6th District Special Assignment Team,M,76227,P4
POL,Department of Police,PSB 1st District Special Assignment Team,M,73647,P4
POL,Department of Police,PSB 6th District Patrol,F,73647,P4
POL,Department of Police,ISB Criminal Investigations Division 5th District Investigative Section,M,73647,P4
POL,Department of Police,FSB Traffic Division School Safety Section,M,21829.66,10
POL,Department of Police,ISB Criminal Investigations Division 1st District Investigative Section,M,87473,P4
POL,Department of Police,PSB 2nd District Traffic Squad,M,78894,P4
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,M,78894,P4
POL,Department of Police,PSB 4th District Patrol,M,87473,P4
POL,Department of Police,PSB 3rd District Patrol,M,78894,P4
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,M,104680,24
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,104680,24
POL,Department of Police,MSB Management and Budget Division,M,80118.64,21
POL,Department of Police,FSB Traffic Division School Safety Section,F,21830.18,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,21830.01,10
POL,Department of Police,PSB 3rd District Patrol,M,54339,P2
POL,Department of Police,PSB 4th District Patrol,M,51978.36,16
POL,Department of Police,PSB 3rd District Patrol,F,73647,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,PSB 1st District Patrol,F,73647,P4
POL,Department of Police,PSB 3rd District Patrol,M,78894,P4
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,M,73647,P4
POL,Department of Police,PSB 2nd District Patrol,F,73647,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,PSB 5th District Patrol,M,87473,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,Field Services Bureau,F,73647,P4
POL,Department of Police,PSB 5th District Educational Facilities Officers,M,73647,P4
POL,Department of Police,PSB 4th District Special Assignment Team,M,73647,P4
POL,Department of Police,PSB 3rd District Educational Facilities Officers,M,73647,P4
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,F,73647,P4
POL,Department of Police,PSB 6th District Patrol,F,73647,P4
POL,Department of Police,PSB 3rd District Special Assignment Team,M,73647,P4
POL,Department of Police,PSB 4th District Patrol,F,73647,P4
POL,Department of Police,PSB 2nd District Patrol,M,73647,P4
POL,Department of Police,PSB 5th District Patrol,M,73647,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,PSB 6th District Special Assignment Team,F,73647,P4
POL,Department of Police,PSB 3rd District Patrol,M,76227,P4
POL,Department of Police,PSB 2nd District Patrol,M,73647,P4
POL,Department of Police,PSB 4th District Patrol,F,73647,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,PSB 6th District Patrol,F,73647,P4
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,F,73647,P4
POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,73647,P4
POL,Department of Police,MSB Information Management and Technology Division,F,71598.98,23
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,F,51593.71,15
POL,Department of Police,PSB 4th District Patrol,F,67634.55,16
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,M,48523.37,16
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.59,10
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,M,81332.93,25
POL,Department of Police,MSB Management and Budget Division False Alarm Reduction Unit,M,109761,25
POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,F,58739.42,20
POL,Department of Police,MSB Communications Division,F,74628.45,23
POL,Department of Police,MSB Communications Division,F,58872.16,17
POL,Department of Police,MSB Communications Division,M,67844.05,19
POL,Department of Police,MSB Communications Division,F,67844.05,19
POL,Department of Police,MSB Information Management and Technology DivisioinCrime Analysis Section,M,84980.49,22
POL,Department of Police,PSB 2nd District Patrol,M,77331,P5
POL,Department of Police,PSB 3rd District Patrol,M,73647,P4
POL,Department of Police,MSB Training and Education Division,M,78894,P4
POL,Department of Police,FSB Security Services Division,M,69906.95,21
POL,Department of Police,FSB Security Services Division,M,53399.48,15
POL,Department of Police,HQ Office of the Chief,M,99852,23
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,F,73647,P4
POL,Department of Police,PSB 3rd District Patrol,M,73647,P4
POL,Department of Police,PSB 4th District Patrol,F,66424,P4
POL,Department of Police,PSB 6th District Patrol,F,71157,P4
POL,Department of Police,PSB 6th District Patrol,F,76227,P4
POL,Department of Police,PSB 2nd District Patrol,F,71157,P4
POL,Department of Police,PSB 1st District Educational Facilities Officers,M,78894,P4
POL,Department of Police,PSB 5th District Patrol,F,71157,P4
POL,Department of Police,PSB 4th District Community Action Team,M,71157,P4
POL,Department of Police,PSB 4th District Community Action Team,M,71157,P4
POL,Department of Police,ISB Special Victims Investigations Division Family Justice,M,71157,P4
POL,Department of Police,PSB 6th District Patrol,M,71157,P4
POL,Department of Police,PSB 4th District Patrol,M,71157,P4
POL,Department of Police,PSB 3rd District Patrol,M,71157,P4
POL,Department of Police,PSB 6th District Patrol,M,84515,P4
POL,Department of Police,PSB 3rd District Patrol,F,71157,P4
POL,Department of Police,PSB 5th District Community Action Team,M,68751,P4
POL,Department of Police,PSB 6th District Patrol,F,35579,P4P
POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,71157,P4
POL,Department of Police,PSB 2nd District Patrol,M,71157,P4
POL,Department of Police,PSB 5th District Special Assignment Team,M,71157,P4
POL,Department of Police,PSB 4th District Patrol,M,71157,P4
POL,Department of Police,PSB 4th District Patrol,M,78894,P4
POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,M,84515,P4
POL,Department of Police,PSB 3rd District Patrol,F,73647,P4
POL,Department of Police,PSB 1st District Patrol,M,71157,P4
POL,Department of Police,PSB 4th District Patrol,F,35578.5,P4P
POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,71157,P4
POL,Department of Police,PSB 6th District Patrol,M,71157,P4
POL,Department of Police,PSB 4th District Patrol,M,71157,P4
POL,Department of Police,ISB Special Victims Investigations Division Family Justice,M,84515,P4
POL,Department of Police,PSB 4th District Patrol,M,71157,P4
POL,Department of Police,PSB 5th District Patrol,M,71157,P4
POL,Department of Police,PSB 4th District Patrol,F,73647,P4
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,F,71157,P4
POL,Department of Police,PSB 4th District Patrol,M,71157,P4
POL,Department of Police,PSB 6th District Patrol,M,71157,P4
POL,Department of Police,PSB 5th District Patrol,M,71157,P4
POL,Department of Police,FSB Security Services Division,M,49848.5,15
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,PSB 2nd District Patrol,M,71157,P4
POL,Department of Police,PSB 1st District Patrol,M,71157,P4
POL,Department of Police,PSB 3rd District Patrol,M,71157,P4
POL,Department of Police,PSB 6th District Patrol,F,71157,P4
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,58815.77,18
POL,Department of Police,FSB Traffic Division School Safety Section,F,21091.79,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,21091.79,10
POL,Department of Police,MSB Information Management and Technology Division,M,86669,20
POL,Department of Police,MSB Management and Budget Division Abandoned Vehicle Section,M,56961.57,16
POL,Department of Police,FSB Traffic Division School Safety Section,F,21092.05,10
POL,Department of Police,MSB Personnel Division,F,99852,23
POL,Department of Police,FSB Traffic Division School Safety Section,M,21092.05,10
POL,Department of Police,PSB 5th District Patrol,M,71157,P4
POL,Department of Police,MSB Communications Division,F,65549.78,19
POL,Department of Police,MSB Management and Budget Division False Alarm Reduction Unit,M,52303.6,16
POL,Department of Police,PSB 6th District Patrol,F,61120,P3
POL,Department of Police,PSB 3rd District Patrol,M,54339,P2
POL,Department of Police,PSB 6th District Community Action Team,M,71157,P4
POL,Department of Police,PSB 6th District Patrol,M,68751,P4
POL,Department of Police,PSB 3rd District Patrol,F,73647,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,21092.05,10
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,67711.69,20
POL,Department of Police,FSB Security Services Division,F,48163.26,15
POL,Department of Police,PSB 1st District Patrol,M,73647,P4
POL,Department of Police,MSB Communications Division,F,65549.78,19
POL,Department of Police,PSB 6th District Patrol,M,71157,P4
POL,Department of Police,MSB Communications Division,M,65549.78,19
POL,Department of Police,PSB 6th District Patrol,M,73647,P4
POL,Department of Police,PSB 3rd District Patrol,M,71157,P4
POL,Department of Police,PSB 4th District Patrol,M,68751,P4
POL,Department of Police,MSB Communications Division,M,65549.78,19
POL,Department of Police,PSB 2nd District Patrol,M,71157,P4
POL,Department of Police,PSB 2nd District Patrol,M,71157,P4
POL,Department of Police,PSB 6th District Patrol,M,78894,P4
POL,Department of Police,PSB 5th District Patrol,M,71157,P4
POL,Department of Police,PSB 3rd District Patrol,F,71157,P4
POL,Department of Police,PSB 5th District Patrol,M,68751,P4
POL,Department of Police,PSB 5th District Patrol,M,76227,P4
POL,Department of Police,PSB 4th District Patrol,M,71157,P4
POL,Department of Police,PSB 5th District Patrol,M,76227,P4
POL,Department of Police,ISB Special Victims Investigations Division Family Justice,F,71157,P4
POL,Department of Police,PSB 3rd District Patrol,M,71157,P4
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,M,76227,P4
POL,Department of Police,PSB 6th District Community Action Team,M,71157,P4
POL,Department of Police,PSB 3rd District Patrol,M,71157,P4
POL,Department of Police,ISB Special Victims Investigations Division Family Justice,F,71157,P4
POL,Department of Police,PSB 2nd District Patrol,M,76227,P4
POL,Department of Police,PSB 6th District Patrol,M,73647,P4
POL,Department of Police,PSB 5th District Educational Facilities Officers,M,71157,P4
POL,Department of Police,PSB 6th District Patrol,M,78894,P4
POL,Department of Police,PSB 5th District Patrol,M,71157,P4
POL,Department of Police,PSB 1st District Special Assignment Team,M,71157,P4
POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,71157,P4
POL,Department of Police,PSB 4th District Special Assignment Team,M,71157,P4
POL,Department of Police,PSB 4th District Special Assignment Team,F,71157,P4
POL,Department of Police,PSB 4th District Patrol,M,81657,P4
POL,Department of Police,PSB 4th District Community Action Team,M,71157,P4
POL,Department of Police,PSB 5th District Patrol,M,71157,P4
POL,Department of Police,PSB 6th District Patrol,M,71157,P4
POL,Department of Police,HQ Office of the Chief,M,71157,P4
POL,Department of Police,ISB Special Victims Investigations Division Family Justice,M,73647,P4
POL,Department of Police,PSB 2nd District Patrol,M,71157,P4
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,M,71157,P4
POL,Department of Police,PSB 5th District Patrol,M,71157,P4
POL,Department of Police,PSB 3rd District Patrol,F,71157,P4
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,F,71157,P4
POL,Department of Police,PSB 6th District Patrol,M,71157,P4
POL,Department of Police,PSB 2nd District Patrol,M,71157,P4
POL,Department of Police,PSB 2nd District Patrol,F,71157,P4
POL,Department of Police,PSB 6th District Patrol,F,71157,P4
POL,Department of Police,PSB 5th District Patrol,M,84515,P4
POL,Department of Police,PSB 2nd District Patrol,M,71157,P4
POL,Department of Police,PSB 3rd District Patrol,M,71157,P4
POL,Department of Police,MSB Management and Budget Division,F,84155.69,23
POL,Department of Police,MSB Information Management and Technology DivisioinCrime Analysis Section,F,64697.35,20
POL,Department of Police,FSB Traffic Division School Safety Section,M,21092.05,10
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,93333.54,25
POL,Department of Police,PSB 5th District Patrol,M,71157,P4
POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,M,84515,P4
POL,Department of Police,PSB 3rd District Patrol,M,71157,P4
POL,Department of Police,FSB Security Services Division,M,58815.78,18
POL,Department of Police,MSB Personnel Division,F,87357.69,23
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,M,144751,M3
POL,Department of Police,ISB Criminal Investigations Division 1st District Investigative Section,F,56826.83,16
POL,Department of Police,PSB 3rd District Patrol,F,89243,P3
POL,Department of Police,FSB Traffic Division School Safety Section,F,20378.8,10
POL,Department of Police,MSB Communications Division,M,74209.04,21
POL,Department of Police,MSB Communications Division,F,63332.39,19
POL,Department of Police,MSB Communications Division,F,63137.69,19
POL,Department of Police,MSB Communications Division,F,69823.97,21
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,86888.44,25
POL,Department of Police,PSB 4th District Patrol,M,68751,P4
POL,Department of Police,PSB 5th District Patrol,M,68751,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,P4
POL,Department of Police,PSB 2nd District Patrol,M,68751,P4
POL,Department of Police,PSB 2nd District Patrol,M,68751,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,P4
POL,Department of Police,PSB 1st District Patrol,F,68751,P4
POL,Department of Police,PSB 4th District Patrol,M,68751,P4
POL,Department of Police,PSB 2nd District Patrol,M,68751,P4
POL,Department of Police,ISB Criminal Investigations Division 4th District Investigative Section,F,68751,P4
POL,Department of Police,PSB 2nd District Patrol,F,68751,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,P4
POL,Department of Police,PSB 4th District Patrol,M,68751,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,P4
POL,Department of Police,PSB 1st District Patrol,F,68751,P4
POL,Department of Police,PSB 3rd District Community Action Team,M,68751,P4
POL,Department of Police,PSB 4th District Patrol,M,68751,P4
POL,Department of Police,PSB 6th District Community Action Team,F,68751,P4
POL,Department of Police,PSB 2nd District Patrol,M,68751,P4
POL,Department of Police,PSB 4th District Patrol,M,68751,P4
POL,Department of Police,PSB 4th District Patrol,F,68751,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,P4
POL,Department of Police,PSB 4th District Patrol,M,71157,P4
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,M,76227,P4
POL,Department of Police,PSB 1st District Educational Facilities Officers,M,68751,P4
POL,Department of Police,PSB 4th District Patrol,M,76227,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,P4
POL,Department of Police,PSB 4th District Patrol,M,81657,P4
POL,Department of Police,PSB 5th District Patrol,F,68751,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,P4
POL,Department of Police,PSB 5th District Patrol,M,68751,P4
POL,Department of Police,PSB 4th District Patrol,M,68751,P4
POL,Department of Police,PSB 5th District Patrol,M,71157,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,P4
POL,Department of Police,PSB 5th District Community Action Team,F,68751,P4
POL,Department of Police,PSB 3rd District Patrol,F,68751,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,P4
POL,Department of Police,PSB 4th District Patrol,M,81657,P4
POL,Department of Police,PSB 5th District Patrol,M,68751,P4
POL,Department of Police,PSB 1st District Patrol,M,68751,P4
POL,Department of Police,PSB 5th District Patrol,M,81657,P4
POL,Department of Police,MSB Information Management and Technology Division,M,63000.36,19
POL,Department of Police,FSB Security Services Division,M,71599.13,23
POL,Department of Police,MSB Personnel Division Background Section,M,90848,21
POL,Department of Police,FSB Traffic Division School Safety Section,F,18655.49,10
POL,Department of Police,MSB Communications Division,F,57705.74,17
POL,Department of Police,MSB Communications Division,F,63332.39,19
POL,Department of Police,MSB Communications Division,F,63332.39,19
POL,Department of Police,MSB Policy and Planning Division,M,90848,21
POL,Department of Police,MSB Communications Division,M,60316.67,21
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,52979.07,14
POL,Department of Police,MSB Communications Division,F,59071,15
POL,Department of Police,MSB Communications Division,M,63332.5,20
POL,Department of Police,PSB 3rd District Patrol,M,68751,P4
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,91230.12,26
POL,Department of Police,PSB 3rd District Patrol,M,76227,P4
POL,Department of Police,PSB 5th District Patrol,M,81657,P4
POL,Department of Police,PSB 6th District Patrol,M,81657,P4
POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,M,81657,P4
POL,Department of Police,PSB 3rd District Patrol,M,64541,P2
POL,Department of Police,FSB Traffic Division School Safety Section,F,20378.79,10
POL,Department of Police,MSB Information Management and Technology Division,F,126584,28
POL,Department of Police,FSB Traffic Division School Safety Section,M,20378.79,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,20378.79,10
POL,Department of Police,HQ Office of the Chief,F,59793.24,16
POL,Department of Police,FSB Traffic Division School Safety Section,F,20378.79,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,20378.79,10
POL,Department of Police,PSB 5th District Patrol,M,81657,P4
POL,Department of Police,PSB 4th District Patrol,M,78894,P4
POL,Department of Police,PSB 4th District Patrol,F,68751,P4
POL,Department of Police,PSB 4th District Patrol,M,68751,P4
POL,Department of Police,PSB 2nd District Patrol,F,68751,P4
POL,Department of Police,PSB 3rd District Patrol,F,68751,P4
POL,Department of Police,PSB 2nd District Traffic Squad,M,81657,P4
POL,Department of Police,PSB 4th District Patrol,M,68751,P4
POL,Department of Police,PSB 3rd District Patrol,M,73647,P4
POL,Department of Police,PSB 5th District Patrol,F,68751,P4
POL,Department of Police,PSB 4th District Patrol,M,76227,P4
POL,Department of Police,PSB 6th District Community Action Team,M,68751,P4
POL,Department of Police,PSB 5th District Patrol,M,68751,P4
POL,Department of Police,PSB 2nd District Patrol,F,68751,P4
POL,Department of Police,PSB 4th District Patrol,F,68751,P4
POL,Department of Police,PSB 4th District Patrol,M,68751,P4
POL,Department of Police,PSB 3rd District Patrol,M,65476,P3
POL,Department of Police,MSB Training and Education Division,M,81657,P4
POL,Department of Police,MSB Communications Division,F,63332.5,19
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,F,46882.49,16
POL,Department of Police,MSB Communications Division,M,60316.67,19
POL,Department of Police,MSB Communications Division,F,63332.51,19
POL,Department of Police,MSB Communications Division,F,63332.5,19
POL,Department of Police,MSB Communications Division,M,63332.52,20
POL,Department of Police,MSB Communications Division,F,57705.87,17
POL,Department of Police,MSB Communications Division,M,60316.67,21
POL,Department of Police,MSB Communications Division,F,63332.51,19
POL,Department of Police,MSB Training and Education Division,M,86308.83,20
POL,Department of Police,FSB Traffic Division School Safety Section,F,19689.7,10
POL,Department of Police,FSB Traffic Division School Safety Section,M,19689.7,10
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,M,60199.18,20
POL,Department of Police,MSB Information Management and Technology Division,F,114667.44,26
POL,Department of Police,FSB Traffic Division School Safety Section,M,19689.7,10
POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,M,80760.4,19
POL,Department of Police,MSB Communications Division,F,61190.84,19
POL,Department of Police,MSB Communications Division,F,61190.84,19
POL,Department of Police,MSB Communications Division,M,61190.84,19
POL,Department of Police,MSB Communications Division,F,61190.84,21
POL,Department of Police,MSB Communications Division,F,61190.84,19
POL,Department of Police,MSB Communications Division,F,61190.84,19
POL,Department of Police,MSB Communications Division,F,61190.85,19
POL,Department of Police,MSB Communications Division,F,61190.84,19
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,109761,25
POL,Department of Police,PSB 3rd District Patrol,F,59053,P3
POL,Department of Police,FSB Security Services Division,M,46895.28,15
POL,Department of Police,MSB Communications Division,M,61190.82,19
POL,Department of Police,MSB Communications Division,M,61190.82,19
POL,Department of Police,MSB Communications Division,M,61190.82,19
POL,Department of Police,MSB Communications Division,F,61190.82,19
POL,Department of Police,MSB Communications Division,F,61190.82,19
POL,Department of Police,MSB Communications Division,F,55628.02,17
POL,Department of Police,MSB Communications Division,F,61190.82,19
POL,Department of Police,MSB Communications Division,F,61190.82,19
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,F,48162.8,15
POL,Department of Police,FSB Traffic Division School Safety Section,M,19689.71,10
POL,Department of Police,MSB Management and Budget Division Central Supply Section,M,77677.94,19
POL,Department of Police,MSB Information Mgmt and Tech Division Telephone Reporting Section,F,54905.45,18
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,124306.6,M3
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,78541.03,25
